videoId,title,description,channelTitle,publishedAt,videoId
B_ECtOdd6yI,CNN projects J.D. Vance wins Ohio GOP Senate primary,CNN's John King and Abby Phillip break down the CNN projection that J.D. Vance will win the Ohio Senate Republican primary.,CNN,2022-05-04T03:30:38Z,B_ECtOdd6yI
6gIvSnH1p2Q,"JD Vance speaks on banning gender affirming care for minors, rail safety bill","JD Vance speaks on banning gender affirming care for minors, rail safety bill.",WFMJ,2023-07-21T03:40:29Z,6gIvSnH1p2Q
xj69faTpdY4,Trump-endorsed candidate J.D. Vance wins Ohio Senate primary,"J.D. Vance won the Republican primary for an open Senate seat in Ohio, in a show of former President Trump's influence over the ...",CBS News,2022-05-04T23:15:23Z,xj69faTpdY4
fHjQLcr4ifA,Commitment 2022: The race for Ohio&#39;s open Senate seat,WLWT sits down with Ohio senator candidates Republican J.D. Vance and Democrat Rep. Tim Ryan Subscribe to WLWT on ...,WLWT,2022-10-11T01:39:14Z,fHjQLcr4ifA
O8N1Xa0CZRk,U S  Senate debate preview,U S  Senate debate preview.,WFMJ,2022-10-18T01:34:58Z,O8N1Xa0CZRk
