videoId,title,description,channelTitle,publishedAt,videoId
JP5k4n6Wnc4,President Obama Remarks at 2010 White House Correspondents&#39; Dinner,http://www.c-spanarchives.org/library/vidLink.php?b=1272765863&e=1272766889&n=001.,C-SPAN,2010-05-02T14:56:49Z,JP5k4n6Wnc4
Cha4P9OlZN4,Remarks by President Obama at Lighting of National Christmas Tree,"The President delivers remarks at the National Christmas Tree Lighting on the Ellipse, December 3, 2015.",The Obama White House,2015-12-04T00:20:18Z,Cha4P9OlZN4
BIWKNcKtEH8,President Obama Delivers Remarks on Closing of Guantanamo Bay,"The President delivers a statement from the Roosevelt Room on his plan to close the prison at Guantanamo Bay, February 23, ...",The Obama White House,2016-02-23T19:25:01Z,BIWKNcKtEH8
a5sFwzhb0lY,WATCH LIVE: Former President Obama shares some final remarks,,CBS News,2017-01-20T18:31:09Z,a5sFwzhb0lY
JKxAiqI6aJg,President Obama gives remarks at &quot;A Concert for Hope&quot;,"President Barack Obama commemorates the tenth anniversary of 9/11 at ""A Concert for Hope"" from the Kennedy Center in ...",The Obama White House,2011-09-12T04:18:31Z,JKxAiqI6aJg
pxqHnXbhoGw,The President Delivers Remarks at Independence Day Celebration,"President Obama speaks to military families celebrating Independence Day on the South Lawn of the White House. July 4, 2014.",The Obama White House,2014-07-05T04:16:16Z,pxqHnXbhoGw
xeKAWhabIEM,President Obama and Prime Minister Shinawatra Deliver Remarks,President Obama and Thai Prime Minister Yingluck Shinawatra speak before an official dinner honoring President Obama's visit ...,The Obama White House,2012-11-19T23:37:47Z,xeKAWhabIEM
Sv45bz1-gSQ,The President Delivers Remarks at Independence Day Celebration,"President Obama speaks to military families celebrating Independence Day on the South Lawn of the White House. July 4, 2011.",The Obama White House,2011-07-04T23:30:45Z,Sv45bz1-gSQ
XiosRLz5q10,President Obama Delivers Remarks on Commuting Prison Sentences,"Today, the President announced 61 new grants of commutation to individuals serving years in prison under outdated and unduly ...",The Obama White House,2016-03-30T21:39:38Z,XiosRLz5q10
nhcrt5QuPic,President Obama Delivers Remarks at the National Christmas Tree Lighting Ceremony,"On December 4, 2014, President Obama joined Americans in celebrating the holidays at the National Christmas Tree Lighting ...",The Obama White House,2014-12-05T00:18:57Z,nhcrt5QuPic
vVzzGZfZXqw,Watch President Obama&#39;s Remarks on New Immigration Policy,"For more on Vote 2012: http://www.pbs.org/newshour/topic/politics/ As part of a new immigration policy change, President Obama ...",PBS NewsHour,2012-06-15T18:48:33Z,vVzzGZfZXqw
oqYcVWtitqc,Full Video: Obama Makes First On-Camera Remarks About George Floyd Death | MSNBC,President Obama gave his first on-camera statement regarding George Floyd's death and the subsequent nationwide protests that ...,MSNBC,2020-06-03T23:34:36Z,oqYcVWtitqc
