videoId,title,description,channelTitle,publishedAt,videoId
7SqH_KMec5o,Biden Impeachment: Rep. Greene to file articles of impeachment for Biden | LiveNOW from FOX,"Rep. Marjorie Taylor Greene (R-Ga.) announced plans to file articles of impeachment against President Biden on Thursday, ...",LiveNOW from FOX,2023-05-18T15:12:33Z,7SqH_KMec5o
54AmxUuB0S8,"Rep. Marjorie Taylor Greene Says If She Organized Jan. 6, &#39;We Would Have Won&#39;","Rep. Marjorie Taylor Greene, R-Ga., said during a New York Young Republicans Club event over the weekend that Jan.",MSNBC,2022-12-12T13:49:32Z,54AmxUuB0S8
JWykD8d3rFk,Covid conspiracist Marjorie Taylor Greene tapped to investigate pandemic,"Marjorie Taylor Greene, who has spread countless noxious and monstrous conspiracy theories about Covid and vaccines, has ...",MSNBC,2023-01-26T02:00:04Z,JWykD8d3rFk
