videoId,title,description,channelTitle,publishedAt,videoId
rnG3qocpBEI,Vivek Ramaswamy Latest Speech |Vivek Ramaswamy News LIVE | Ramaswamy Speaks On Donald Trump | N18L,Vivek Ramaswamy Latest Speech |Vivek Ramaswamy News LIVE | Ramaswamy Speaks On Donald Trump | N18L An ...,CNN-News18,2023-09-25T13:36:06Z,rnG3qocpBEI
YmJ7DFCMa5o,Vivek Ramaswamy on his 2024 Presidential Run,2024 GOP Presidential candidate Vivek Ramaswamy join Rev. Al Sharpton to discuss his presidential campaign. » Subscribe to ...,MSNBC,2023-09-03T00:00:13Z,YmJ7DFCMa5o
rviN0OECP4o,Vivek Ramaswamy Goes Off On &#39;Secular Cult&#39; Of Identity Politics In Speech To Iowa Voters,"On Saturday, 2024 Republican presidential candidate Vivek Ramaswamy spoke at ""Joni's Roast and Ride"" about identity politics.",Forbes Breaking News,2023-06-05T14:16:52Z,rviN0OECP4o
8U-aJ1F1oI8,JUST IN: Vivek Ramaswamy Delivers Remarks On How To &#39;Declare Independence&#39; From China,Republican Presidential candidate Vivek Ramswamy holds a talk on how to 'declare independence' from China at an event in ...,Forbes Breaking News,2023-09-21T17:58:54Z,8U-aJ1F1oI8
8RdCJA4oCDM,Vivek Ramaswamy Speech Live | Vivek Ramaswamy On Donald Trump | Ramswamy LIVE News | US News LIVE,Vivek Ramaswamy Speech Live | Vivek Ramaswamy On Donald Trump | Ramswamy LIVE News | US News LIVE Vivek ...,CNN-News18,2023-09-24T07:54:08Z,8RdCJA4oCDM
1T7HRNCIKFc,Vivek Ramaswamy at CPAC 2023: &#39;I&#39;m all in on America first&#39;,Tech entrepreneur Vivek Ramaswamy predicts a 1980-style landslide victory for Republicans in 2024 if the GOP can deliver ...,Fox News,2023-03-04T06:15:00Z,1T7HRNCIKFc
8UgCe_k8aR8,‘The hard truth’: Mehdi grills Vivek Ramaswamy on his record and past statements,"Mehdi Hasan's full interview with GOP presidential candidate Vivek Ramaswamy, ranging from what qualifications he has for the ...",MSNBC,2023-09-06T20:30:00Z,8UgCe_k8aR8
eiqjXnmIcQs,"Vivek Ramaswamy: The Full Interview on Wokeness, Free Speech, destructive ESG &amp; the Climate Cult.",Vivek Ramaswamy is a successful entrepreneur who created a biotech company. Now he's running for president. ———— To get ...,John Stossel,2023-05-16T11:30:13Z,eiqjXnmIcQs
w3BnxoAqOho,Vivek Ramaswamy says US should shut down FBI and Department of Education | Conversation with the ...,"Republican Vivek Ramaswamy, a candidate for president, answers questions about a number of topics, including how he would ...",WMUR-TV,2023-05-12T23:35:59Z,w3BnxoAqOho
sFPxwsO5K4s,Ramaswamy would not reinstate transgender military ban l This Week,ABC News' Martha Raddatz interviews GOP presidential candidate Vivek Ramaswamy on “This Week.” SUBSCRIBE to ABC ...,ABC News,2023-06-04T17:22:42Z,sFPxwsO5K4s
a5gwJ382dIw,Woke Capitalism Against America | Vivek Ramaswamy,"Speech delivered on April 28, 2021. Vivek Ramaswamy is the author of Woke, Inc.: Inside Corporate America's Social Justice ...",Hillsdale College,2021-05-20T12:14:32Z,a5gwJ382dIw
SHPh8SfR4P0,Vivek Ramaswamy makes bold 2024 prediction: &#39;I can win this election in a landslide&#39;,Presidential candidate Vivek Ramaswamy joins 'America Reports' to respond to criticism from opponent Nikki Haley and make his ...,Fox News,2023-09-01T19:15:00Z,SHPh8SfR4P0
dwIa-S-SMC0,Keynote Address by Vivek Ramaswamy | Texas Policy Summit 2023,"https://www.texaspolicy.com/give The Texas Public Policy Foundation's mission is to promote and defend liberty, personal ...",Texas Public Policy Foundation,2023-03-03T23:40:05Z,dwIa-S-SMC0
iHt6dBJtOok,"Vivek Ramaswamy: Full interview on wokeness, Trump conspiracies, trans rights","Vivek Ramaswamy, entrepreneur and 2024 Republican presidential primary candidate, joins David to discuss his campaign, how ...",David Pakman Show,2023-07-31T22:45:00Z,iHt6dBJtOok
bM4UpgZ6sQA,Vivek Ramaswamy: My father made ‘a choice’ not to become an American citizen,"Vivek Ramaswamy reveals his family's citizenship story and how it influenced his views on immigration and birthright citizenship, ...",NBC News,2023-09-21T13:00:25Z,bM4UpgZ6sQA
3Caqwx90QjY,Vivek Ramaswamy Speech Live | Vivek Ramaswamy On Donald Trump&#39;s Foreign Policy Live | US News | N18L,Vivek Ramaswamy Speech Live | Vivek Ramaswamy On Donald Trump's Foreign Policy Live | US News | N18L Vivek ...,CNN-News18,2023-09-24T18:16:01Z,3Caqwx90QjY
WMupopaUZ_k,&#39;Strike The Swamp&#39;: Vivek Ramaswamy Reveals Strategy To Defeat The &#39;Administrative State&#39;,"At a New Hampshire town hall on Tuesday night, Vivek Ramaswamy, GOP Presidential Candidate, spoke about how he intends to ...",Forbes Breaking News,2023-06-28T16:00:31Z,WMupopaUZ_k
ISTTKaXM-yI,Vivek Ramaswamy Speech Live | Vivek Ramaswamy On Donald Trump | Ramswamy LIVE News | US News LIVE,Vivek Ramaswamy Speech Live | Vivek Ramaswamy On Donald Trump | Ramswamy LIVE News | US News LIVE Vivek ...,CNN-News18,2023-09-24T00:35:25Z,ISTTKaXM-yI
