videoId,title,description,channelTitle,publishedAt,videoId
qhLwenzTxXA,"Ron DeSantis, on fighting drug cartels, says he’ll be ‘new sheriff in town’ after 2024 election |...",Florida Gov. Ron DeSantis was asked during the televised town hall portion of his “Conversation with the Candidate” event about ...,WMUR-TV,2023-08-04T23:29:16Z,qhLwenzTxXA
gIUjDRNpm0w,"Ron DeSantis blasts Donald Trump for not ‘draining the swamp,’ adding trillions to national debt ...","Florida Gov. Ron DeSantis described what qualifies him to be president when asked by a voter during his ""Conversation with the ...",WMUR-TV,2023-08-04T23:29:04Z,gIUjDRNpm0w
sJnDpHeDiiY,Ron DeSantis: The Florida blueprint has worked,Florida Gov. Ron DeSantis and Florida Sen. Marco Rubio sit down to discuss the midterm elections in an exclusive 'Hannity' Town ...,Fox News,2022-10-28T12:00:44Z,sJnDpHeDiiY
ICGDpTwv7_E,Town Hall: Ron DeSantis launches 2024 presidential campaign,"Carl Calabrese, a 2 On Your Side Republican political analyst, provided his insight on Florida Gov. Ron DeSantis launching his ...",WGRZ-TV,2023-05-24T22:03:54Z,ICGDpTwv7_E
lYY0JYP88VE,Gov. DeSantis fiercely defends himself against Black veteran who blames him for racist Jacksonvi...,A Gov. Ron DeSantis news conference in Jacksonville turned heated Thursday morning after a Black man in the crowd said the ...,News4JAX The Local Station,2023-09-07T22:19:38Z,lYY0JYP88VE
J0a9fvN5CLo,Ron DeSantis announces White House bid in glitchy Twitter event with Elon Musk,Florida Gov. Ron DeSantis made his bid for the White House official in a Twitter chat with Elon Musk. CBS News chief election and ...,CBS News,2023-05-25T00:38:06Z,J0a9fvN5CLo
8ygIvsXY9rw,Ron DeSantis enters 2024 presidental race,Florida Gov. Ron DeSantis finally made his not-so-secret campaign official Wednesday afternoon: He's running for president.,10 Tampa Bay,2023-05-24T21:19:43Z,8ygIvsXY9rw
FE7tHBNH4rk,DeSantis: Trump ‘should have come out more forcefully’ against January 6th,"Gov. Ron DeSantis (R-Fla.) said that former President Trump “was in the White House and didn't do anything” during January 6th, ...",NBC News,2023-07-18T22:30:01Z,FE7tHBNH4rk
