videoId,title,description,channelTitle,publishedAt,videoId
1pg9hkEIhO8,Senator Bernie Sanders Wishes He Could&#39;ve Run Against Trump | CONAN on TBS,Bernie travelled all over the country and saw that millions of Americans are in pain. Subscribe to watch more Team Coco videos ...,Team Coco,2016-11-30T19:12:45Z,1pg9hkEIhO8
6T1z_vJFBko,Full Bernie Sanders interview (Part 1),Bernie Sanders speaks with CNN's Chris Cuomo about whether he will vote for Hillary Clinton.,CNN,2016-06-24T13:39:31Z,6T1z_vJFBko
Iykp8cTifY8,"Sen. Bernie Sanders on His Latest Meme, The Inflation Reduction Act and Midterms","Senator Bernie Sanders talks about the limits of the Inflation Reduction Act, the stark contrast between rising consumer prices and ...",Late Night with Seth Meyers,2022-09-27T10:00:19Z,Iykp8cTifY8
ohK9O1_j5Ws,Bernie Sanders Unmasks Corporate Media on Corporate Media,Bernie took it to corporate media during an interview on Face the Nation. Ana Kasparian and Cenk Uygur discuss on The Young ...,The Young Turks,2023-02-21T03:45:03Z,ohK9O1_j5Ws
AuN6I30NNa4,Why Won&#39;t Bernie Sanders Take &quot;Socialist&quot; As An Insult?,It's hard to insult Bernie Sanders when he doesn't mind being called a socialist.,The Late Show with Stephen Colbert,2015-09-19T07:35:00Z,AuN6I30NNa4
As8YnS6N9ww,Sen. Bernie Sanders on State of the Union: Full Interview,"Sen. Bernie Sanders spoke with Jake Tapper ahead of the New York primary. On Hillary Clinton, he said he had ""doubts about ...",CNN,2016-04-10T15:08:53Z,As8YnS6N9ww
iwNGvvUX0wA,Full Bernie Sanders interview (Part 2),"Bernie Sanders speaks with CNN's Chris Cuomo about Brexit, campaign finance and the future of the Democratic Party.",CNN,2016-06-24T13:41:58Z,iwNGvvUX0wA
6sktwx_lG6k,Why are billionaires bad for society? | Big Questions with Bernie Sanders,"Senator Bernie Sanders joins us at Penguin to answer some Big Questions on why billionaires are bad for society, has the media ...",Penguin Books UK,2023-03-09T17:00:07Z,6sktwx_lG6k
-ajWs3z8rs0,Bernie Sanders &#39;Black Lives Matter&#39; Protester [Interview] | msnbc,Presidential candidate Bernie Sanders was upstaged at his rally in Seattle by “Black Lives Matter” protesters for not taking action ...,MSNBC,2015-08-11T18:19:30Z,-ajWs3z8rs0
v04F2H_eFU4,“Old-Fashioned Ageism” - Sen. Sanders Responds to Nikki Haley’s Call for Competency Tests,"Sen. Bernie Sanders tells Stephen what he thinks about the need for age-based competency tests in Congress, as suggested by ...",The Late Show with Stephen Colbert,2023-02-21T08:35:00Z,v04F2H_eFU4
m9AwjZWboIk,"Real Time with Bill Maher: Bernie Sanders Interview – May 27, 2016 (HBO)",Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B Vermont Senator and Democratic Presidential candidate Bernie ...,Real Time with Bill Maher,2016-05-28T04:34:27Z,m9AwjZWboIk
cJFa73ah5Cw,"Full Sanders Interview: Fed Hikes, Not Democrats&#39; Spending, Hurting Economy",Sen. Bernie Sanders (I-Vt.) discusses the economy and whether the Federal Reserve is on the right track on tackling inflation ...,NBC News,2022-10-16T17:45:00Z,cJFa73ah5Cw
PGLdebLKM7o,Bernie Sanders announces 2020 run: Extended interview,"Vermont Sen. Bernie Sanders says he will run again for the Democratic nomination. In this extended conversation with ""CBS This ...",CBS Mornings,2019-02-19T13:06:36Z,PGLdebLKM7o
n2Oaqj6-xtM,See Bernie Sanders&#39; reaction to Sinema leaving Democratic party,CNN anchor Dana Bash asks Senator Bernie Sanders (I-VT) to respond to Arizona Senator Kyrsten Sinema's decision to leave ...,CNN,2022-12-11T17:00:26Z,n2Oaqj6-xtM
G-oMU-iZRFY,Sen. Bernie Sanders | Real Time with Bill Maher (HBO),Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B Vermont Senator and 2016 presidential candidate Bernie Sanders ...,Real Time with Bill Maher,2018-06-02T04:26:16Z,G-oMU-iZRFY
LCnrQZbqIQU,Talking Shop w/ Bernie Sanders 1/6: Economic Freedom | Killer Mike,"Part 1/6: On November 23rd, 2015, Killer Mike sat down with Senator Bernie Sanders at The SWAG Shop in Atlanta, GA to discuss ...",Killer Mike,2015-12-15T15:00:02Z,LCnrQZbqIQU
