videoId,title,description,channelTitle,publishedAt,videoId
QiAt_IdfPvo,"Don&#39;t Tell DeSantis, Tuesday&#39;s Big Winner Was Gretchen Whitmer",An MSNBC panel discusses Democratic midterm success in state legislatures and in particularly in Michigan where reelected ...,MSNBC,2022-11-10T06:15:01Z,QiAt_IdfPvo
SWrPBL37uYQ,WATCH: FBI and DOJ hold news conference on foiled kidnapping plot against Michigan Gov. Whitmer,Stream your PBS favorites with the PBS app: https://to.pbs.org/2Jb8twG Find more from PBS NewsHour at ...,PBS NewsHour,2020-10-08T17:31:05Z,SWrPBL37uYQ
O7yWCH-fffA,Whitmer lays out 6-phase plan of economic recovery,"Gov. Gretchen Whitmer explains the staged plan for economic reengagement, created with help from the Michigan Economic ...",WOOD TV8,2020-05-07T19:48:57Z,O7yWCH-fffA
F65ifkoz2yE,Michigan Governor Talks Reopening The State And Vice President Speculation | TODAY,Michigan Gov. Gretchen Whitmer tells Craig Melvin how and when her state will reopen and what she views as the main ...,TODAY,2020-04-15T21:00:04Z,F65ifkoz2yE
1jyF3K-Vs94,Michigan officials update state&#39;s response to coronavirus cases,Michigan Gov. Gretchen Whitmer is scheduled to hold a news conference Wednesday evening to address coronavirus ...,Click On Detroit | Local 4 | WDIV,2020-03-11T21:26:33Z,1jyF3K-Vs94
JPg2bWJg9uU,Gov. Whitmer announces &#39;MI Safe Start&#39; plan,"Gov. Gretchen Whitmer on Monday announced the ""MI Safe Start"" plan for economic reengagement, saying it would be a smart ...",WOOD TV8,2020-04-27T20:24:10Z,JPg2bWJg9uU
tbsIL9fy-wc,Governor Whitmer pushes &#39;hands-free&#39; bill for driving,"During her inaugural State of the State address, governor Whitmer addressed making the roads safer by pushing for a ban on ...",Click On Detroit | Local 4 | WDIV,2019-02-13T21:19:34Z,tbsIL9fy-wc
BE8a_1VHH8g,"Gov. Whitmer joins 7 UpFront, discusses COVID-19 and school safety","Michigan Gov. Gretchen Whitmer joined 7 UpFront on Thursday to discuss COVID-19, the shooting at Oxford High School and ...",WXYZ-TV Detroit | Channel 7,2021-12-17T00:43:16Z,BE8a_1VHH8g
nESt9wDFxKA,Gov. Whitmer: I Want To Help Biden Vet A Running Mate | Andrea Mitchell | MSNBC,"Michigan Governor Gretchen Whitmer, who has endorsed Joe Biden, speaks with Andrea Mitchell as the state heads to vote in the ...",MSNBC,2020-03-10T19:59:51Z,nESt9wDFxKA
Jvjp6LN63ZQ,"Schuette, Whitmer sling mud, promise fixes in debate","Only 25 days before voters go to the polls, Michigan gubernatorial candidates Bill Schuette and Gretchen Whitmer debated at ...",WOOD TV8,2018-10-13T03:15:26Z,Jvjp6LN63ZQ
-HmJtfYPGIE,Gov. Whitmer provides update on state&#39;s response to flooding,Michigan Gov. Gretchen Whitmer gave an update Tuesday night regarding the state's response to dam conditions and flooding in ...,Click On Detroit | Local 4 | WDIV,2020-05-20T02:57:02Z,-HmJtfYPGIE
elnipH_GEok,MI Governor Gretchen Whitmer Speaks About Her State’s Covid Response Amid Surge In Cases | MSNBC,"Michigan will receive $10.3 Billion dollars in federal funding from the American Rescue Plan, which comes at a crucial time as the ...",MSNBC,2021-03-22T14:29:47Z,elnipH_GEok
Dchh43kD9Rc,"Michigan governor candidates debate tax cuts, abortion, guns",Michigan Gov. Gretchen Whitmer accused Republican challenger Tudor Dixon on Tuesday of “stoking violence” and pushing ...,WOOD TV8,2022-10-26T03:17:56Z,Dchh43kD9Rc
