videoId,title,description,channelTitle,publishedAt,videoId
f0DSkTfVtDo,Vivek Ramaswamy discusses facing Gov. DeSantis in GOP primary,"As the governor of Florida, Ron DeSantis has waged a culture war campaign while Vivek Ramaswamy has done so from the ...",CBS News,2023-05-24T23:21:17Z,f0DSkTfVtDo
p3vZeYvmeOU,Vivek Ramaswamy: Debate stage going to be &#39;critical&#39; for defining GOP agenda,"GOP presidential candidate Vivek Ramaswamy discusses the growing 2024 election candidate field, what voters are looking for in ...",Fox Business,2023-06-06T19:30:08Z,p3vZeYvmeOU
8yY8UV4OY88,Vivek: &#39;I&#39;m on pace to win this nomination&#39; | NewsNation Prime,GOP presidential candidate Vivek Ramaswamy says the first Republican debate in August will change the dynamic of the race.,NewsNation,2023-07-10T00:00:20Z,8yY8UV4OY88
A_xXMsEsc_Y,Ramaswamy: I have a ‘radical vision for the Republican Party’,2024 Republican presidential candidate Vivek Ramaswamy joins 'America's Newsroom' ahead of the second GOP presidential ...,Fox News,2023-09-23T08:00:06Z,A_xXMsEsc_Y
hwx1DT0-vrE,Vivek Ramaswamy: I am running for US president,Strive Asset Management co-founder Vivek Ramaswamy explains why he is entering the 2024 presidential race as he joins ...,Fox News,2023-02-22T01:26:30Z,hwx1DT0-vrE
zG2bih7XGsQ,Biden is ‘sleepwalking’ US into potential nuclear conflict: Vivek Ramaswamy,2024 Presidential Candidate Vivek Ramaswamy 'Sunday Morning Futures' to discuss his campaign strategy ahead of the highly ...,Fox News,2023-08-13T18:00:22Z,zG2bih7XGsQ
N3v8PRqJ3CU,"Companies removing false speech from platforms must prove it&#39;s false, says Vivek Ramaswamy","Vivek Ramaswamy, founder and executive chairman of Strive Asset Management, joins CNBC's 'Squawk Box' to discuss how ...",CNBC Television,2022-11-03T12:52:16Z,N3v8PRqJ3CU
o8xoE0qldKc,"GOP 2024 hopeful vows to visit Putin, turn parts of Ukraine over to Russia",Republican presidential candidate Vivek Ramaswamy speaks with CNN's Jim Acosta and explains how he would address the war ...,CNN,2023-08-18T18:10:09Z,o8xoE0qldKc
QYc85gLstgg,Vivek Ramaswamy: &#39;America First&#39; movement is the new Republican Party,2024 GOP presidential candidate Vivek Ramaswamy calls out the Biden administration's agenda and provides insight on his ...,Fox News,2023-09-16T11:00:31Z,QYc85gLstgg
qk6ILubXXxk,Vivek Ramaswamy: &#39;I&#39;m going further than Trump did&#39;  | Dan Abrams Live,"Businessman and 2024 Republican presidential candidate Vivek Ramaswamy joins NewsNation's ""Dan Abrams Live"" to discuss ...",NewsNation,2023-08-09T02:01:59Z,qk6ILubXXxk
6xsatmFkPAI,GOP candidate proposes to shut down Department of Education,2024 presidential candidate Vivek Ramaswamy discusses the benefits of trade school on 'The Big Money Show.' #foxbusiness ...,Fox Business,2023-09-21T22:00:03Z,6xsatmFkPAI
