videoId,title,description,channelTitle,publishedAt,videoId
txuJn01VCdU,Haberman says Trump &#39;walked himself into some trouble&#39; with CNN town hall comments,"CNN political analyst Maggie Haberman reacted to Trump's claims during a CNN town hall, and spoke about his team's reaction ...",CNN,2023-05-11T18:55:35Z,txuJn01VCdU
Dt4rlV8-G3U,O’Reilly on CNN town hall: ‘Trump went into his greatest hits’  |  CUOMO,Former President Donald Trump made a primetime appearance in a live CNN town hall Wednesday. Former Fox News host Bill ...,NewsNation,2023-05-11T01:40:13Z,Dt4rlV8-G3U
HQlXAUiuZhw,Trump tests media in CNN townhall,The former president repeated his 2020 election lies and other demonstrably false claims. Former Senator Al Franken and Mark ...,MSNBC,2023-05-11T05:00:11Z,HQlXAUiuZhw
FkrvQNlm9bs,Bret Baier: Trump made a shocking statement at CNN town hall,Fox News anchor Bret Baier joins 'America's Newsroom' to discuss why Trump's town hall with CNN could have benefitted both ...,Fox News,2023-05-11T17:15:00Z,FkrvQNlm9bs
OQSbd61EHW8,"Donald Trump, CNN town hall presents high stakes for both | On Balance","Former President Donald Trump has argued that he gets unfair media coverage and often targeted CNN. Now, the network is set ...",NewsNation,2023-05-09T00:00:53Z,OQSbd61EHW8
RAre47YgZuE,CNN town hall highlights media&#39;s struggle with how to cover Trump and his lies,A debate over how journalists should cover former President Trump is underway as he seeks another term. It comes after an ...,PBS NewsHour,2023-05-11T22:57:05Z,RAre47YgZuE
fdkuUCPTbao,OTR: Analyzing Trump&#39;s CNN town hall appearance in New Hampshire,CNN is facing a backlash over the first major television event of the 2024 presidential campaign. Subscribe to WCVB on YouTube ...,WCVB Channel 5 Boston,2023-05-14T17:35:38Z,fdkuUCPTbao
fPuPmiIYI7U,Georgia Secretary of State responds to Trump&#39;s town hall comments,Georgia Secretary of State Brad Raffensperger responds to former President Trump's comments during CNN's Republican ...,CNN,2023-05-12T02:09:35Z,fPuPmiIYI7U
GYICW3VD4zU,Trump doubles down on 2020 fraud claims during presidential town hall,Former President Trump doubled down on 2020 election fraud claims in a CNN presidential town hall just a day after being found ...,NBC News,2023-05-11T13:18:11Z,GYICW3VD4zU
HhztrZdd0dE,Chris Christie reveals the exact moment he broke with Trump,Former New Jersey Governor Chris Christie speaks with CNN's Anderson Cooper during a CNN Republican presidential town ...,CNN,2023-06-13T01:30:08Z,HhztrZdd0dE
a9GiSICgkI0,Trump town hall: How the media covers a seditious presidential candidate,"""I find it very hard to defend the choice to give Trump a live platform,"" says Chris Hayes. ""But that's one of the challenges he ...",MSNBC,2023-05-04T01:15:01Z,a9GiSICgkI0
XM56EQOqylM,Trump doing a town hall on...CNN?!,StartMail: Get 50% OFF a year subscription at https://startmail.com/pakman -- CNN will be hosting a Donald Trump town hall event ...,David Pakman Show,2023-05-02T22:45:00Z,XM56EQOqylM
YTYp865XgF4,"Takeaways From Trump&#39;s CNN Town Hall, Part 1 | The View",Subscribe to our YouTube channel: http://bit.ly/2Ybi4tM MORE FROM 'THE VIEW': Full episodes: http://abcn.ws/2tl10qh Twitter: ...,The View,2023-05-11T18:00:13Z,YTYp865XgF4
