videoId,title,description,channelTitle,publishedAt,videoId
0pZLS1qa9aU,President Obama Speaks to U.S. and Australian Service Members,President Obama celebrates the past and future of the security alliance between the United States and Australia. November 17 ...,The Obama White House,2011-11-19T19:33:20Z,0pZLS1qa9aU
6RXSlMu5EDI,President Obama Speaks on Department of Homeland Security Immigration Announcement,President Obama announces a new Department of Homeland Security policy that will allow certain young people who were ...,The Obama White House,2012-06-15T18:46:37Z,6RXSlMu5EDI
c5SebUtKm8Q,Watch Obama&#39;s closing message to voters in Philadelphia,Former President Obama and President Joe Biden campaigned for Democratic candidates Josh Shapiro and John Fetterman in ...,CNN,2022-11-06T12:46:24Z,c5SebUtKm8Q
mUavjZti3dM,Obama singles out student during commencement speech,CNN's Fredricka Whitfield interviews one Howard University graduate who got a special shout out from President Obama during ...,CNN,2016-05-08T20:35:25Z,mUavjZti3dM
yca-uwxCsWg,The President Delivers a Statement on the Shooting in Oregon,"President Obama delivers a statement on the shooting at a community college in Roseburg, Oregon. October 1, 2015.",The Obama White House,2015-10-01T23:17:34Z,yca-uwxCsWg
UGmpMFE_at4,Watch President Barack Obama speak at the dedication of the George W. Bush Library,"President Obama spoke about President Bush's character, love of country and resolve in the days following the terrorist attacks on ...",PBS NewsHour,2013-04-25T15:56:14Z,UGmpMFE_at4
493uXtbp95Q,The First Lady on the Importance of Studying Abroad,The First Lady speaks to American and Chinese students at the Stanford Center at Peking University on the importance of ...,The Obama White House,2014-03-22T17:25:57Z,493uXtbp95Q
gfaYUrgcCrY,President Obama Speaks at Newtown High School,President Obama delivers remarks at an interfaith prayer vigil for the victims of the shooting at Sandy Hook Elementary School.,The Obama White House,2012-12-17T14:46:17Z,gfaYUrgcCrY
jta-4JLawYI,"Presidents Obama, Bush, &amp; Clinton: Help for Haiti",Donate now at http://www.clintonbushhaitifund.org President Obama is joined by former Presidents Bill Clinton and George W.,The Obama White House,2010-01-16T18:33:25Z,jta-4JLawYI
FbOWxc7Wwrg,President Obama On Winning the Nobel Peace Prize,"In reacting to the news this morning that he had won the Nobel Peace Prize, the President struck a note of humility and recognized ...",The Obama White House,2009-10-09T16:54:47Z,FbOWxc7Wwrg
IzX-FWgxEpE,President Obama on the death of Muammar Qaddafi,"President said today's events mark the end of a long and painful chapter for the people of Libya. October 20, 2011.",The Obama White House,2011-10-20T18:55:35Z,IzX-FWgxEpE
eIbwXCbiklY,President Obama Speaks on the Death of Nelson Mandela,"President Obama says that Nelson Mandela's journey from a prisoner to President embodied the promise that human beings, and ...",The Obama White House,2013-12-05T23:11:53Z,eIbwXCbiklY
