videoId,title,description,channelTitle,publishedAt,videoId
RHKmWzd23Hw,DeSantis responds to Republicans losing faith in his electability,"In an exclusive interview with CNN's Jake Tapper, GOP presidential candidate and Florida Gov. Ron DeSantis responds to ...",CNN,2023-07-18T21:53:07Z,RHKmWzd23Hw
aJ2kEVmrNpI,"Florida Gov. Ron DeSantis says he plans to axe federal footprint in D.C., including jobs",'Last Call' host Brian Sullivan sits down for an exclusive interview with Florida Governor and Republican Presidential Candidate ...,CNBC Television,2023-08-14T23:39:11Z,aJ2kEVmrNpI
dPd_7q74Szs,"Exclusive: DeSantis talks Trump, 2024, pro-life policies","In an NBC News exclusive, Florida Gov. Ron DeSantis sits down with Dasha Burns for a wide-ranging interview, from taking on ...",TODAY,2023-08-07T12:30:18Z,dPd_7q74Szs
kTKB5O9ryws,DeSantis defends Florida slavery curriculum standards,Gov. Ron DeSantis (R-Fla.) denied that the Florida curriculum standards portray slaves as having “benefit[ted]” from the institution ...,NBC News,2023-08-07T21:30:04Z,kTKB5O9ryws
ibSJ70AyOcM,Ron DeSantis: &#39;I am not going to back down&#39;,Florida Gov. Ron DeSantis reacts to the GOP primary Republican debate on 'Hannity.' Subscribe to Fox News!,Fox News,2023-08-24T13:45:04Z,ibSJ70AyOcM
2UN4KxbkBJA,Ron DeSantis: I don’t do insults,2024 Republican presidential candidate Gov. Ron DeSantis reacts to negative campaign press by saying 'they have a ...,Fox News,2023-07-16T17:00:01Z,2UN4KxbkBJA
-1rTX-ef-Og,Ron DeSantis: I&#39;m running to lead a &#39;Great American Comeback&#39;,Florida Gov. Ron DeSantis explains why he is running for president after giving his first interview since his 2024 announcement ...,Fox News,2023-05-25T01:11:39Z,-1rTX-ef-Og
GJuphzldFmM,Ron DeSantis on Fed chair Powell: I don&#39;t think he&#39;s done a good job,CNBC's Brian Sullivan joins 'The Exchange' to discuss his exclusive interview with Republican presidential candidate Florida Gov ...,CNBC Television,2023-08-14T19:12:32Z,GJuphzldFmM
M-y5LlRv6e0,DeSantis says Biden&#39;s and Trump&#39;s ages are a &quot;legitimate concern&quot;,Florida Gov. Ron DeSantis hopes to be a younger alternative to former President Trump and President Biden. He sat down ...,CBS News,2023-09-12T22:12:30Z,M-y5LlRv6e0
9FilqOjrqXI,Ron DeSantis takes aim at Trump in Iowa as 2024 GOP field keeps growing,"Florida Gov. Ron DeSantis kicked off his presidential campaign Tuesday in Iowa, touting his record in Florida while attacking ...",CBS News,2023-05-31T14:33:13Z,9FilqOjrqXI
