videoId,title,description,channelTitle,publishedAt,videoId
L07fMoafVh4,Trump won&#39;t say whether he wants Russia or Ukraine to win war,Former President Donald Trump speaks with CNN's Kaitlan Collins about the war in Ukraine and how he would handle the conflict ...,CNN,2023-05-11T02:30:14Z,L07fMoafVh4
EevffhqzYCE,"&#39;There&#39;s a level of hatred I&#39;ve never seen,&#39; Trump says in Tucker Carlson interview",NBC News Correspondent Vaughn Hillyard reports on former President Trump's Wednesday evening counterprogramming of the ...,NBC News,2023-08-24T04:30:10Z,EevffhqzYCE
DI8ifwwwoj0,"Trump: If they charge us, we charge them",Former President Donald Trump explains how the United States should handle foreign relations on 'Kudlow.' Subscribe to Fox ...,Fox Business,2023-08-18T20:45:01Z,DI8ifwwwoj0
vINNi9YYTfg,‘This interview did not go well for him’: Trump defends keeping documents,"In a new interview with Fox News' Bret Baier, former President Trump defended keeping classified documents at Mar-a-Lago.",MSNBC,2023-06-20T10:45:03Z,vINNi9YYTfg
kSyXYAgihsw,Trump Sits Down For Heated Fox News Interview With Bret Baier | The View,Subscribe to our YouTube channel: http://bit.ly/2Ybi4tM MORE FROM 'THE VIEW': Full episodes: http://abcn.ws/2tl10qh Twitter: ...,The View,2023-06-20T18:00:30Z,kSyXYAgihsw
s9zhRdyk9Hw,NBC Exclusive: Trump tells Welker will ‘make a play’ for UAW votes despite disdain from leadership,"In an exclusive interview for Meet The Press, former President Donald Trump told Kristen Welker he would not pardon himself if ...",MSNBC,2023-09-15T18:30:46Z,s9zhRdyk9Hw
lj39zZNsfpQ,"Donald Trump takes shots at Biden, DeSantis during Lincoln Dinner in Iowa | LiveNOW from FOX",Donald Trump spoke amongst other Republican presidential candidates at a campaign event in early voting Iowa. He touted his ...,LiveNOW from FOX,2023-07-29T01:48:08Z,lj39zZNsfpQ
dhCFu4cW_HQ,Voters from town hall weigh in on Trump&#39;s performance,CNN's Gary Tuchman speaks with New Hampshire voters following the CNN Republican presidential town hall with former ...,CNN,2023-05-11T10:00:27Z,dhCFu4cW_HQ
QSIKaSRA3_E,Hear how Trump tried to spin classified docs in interview before audio leak,"CNN exclusively obtained the audio recording of the 2021 meeting in Bedminster, New Jersey, where former President Donald ...",CNN,2023-06-27T13:53:43Z,QSIKaSRA3_E
OFKZmwtrOOA,Analyst says this is the single most important moment from Trump town hall,Former President Donald Trump addressed questions from New Hampshire Republican and undeclared voters during a CNN ...,CNN,2023-05-11T11:28:49Z,OFKZmwtrOOA
upZLHm0bk2c,Donald Trump speaks out in exclusive upcoming interview,Fox News' Bret Baier discusses highlights of his interview with former President Trump on 'The Story.' Subscribe to Fox News!,Fox News,2023-06-19T20:12:32Z,upZLHm0bk2c
NVjF126V6qg,Trump: I believe Secret Service &#39;know everything&#39; about this,"Former President Donald Trump sits down with Fox News' Maria Bartiromo for part two of an exclusive interview, discussing the ...",Fox News,2023-07-16T16:00:14Z,NVjF126V6qg
SPh_raqO_A0,"Donald Trump Talks Media Coverage, Polls and His Vocal Transformation",Republican presidential nominee Donald Trump gets real with Jimmy about how things have changed since becoming the ...,The Tonight Show Starring Jimmy Fallon,2016-09-16T10:00:01Z,SPh_raqO_A0
Ct2Vl-NO6Og,Trump: This is the &#39;most dangerous time in the history of our country&#39;,"Former President Donald Trump sits down with Fox News' Maria Bartiromo for part three of an exclusive interview, discussing ...",Fox News,2023-07-16T18:00:03Z,Ct2Vl-NO6Og
K2_1cdBfi4o,Donald Trump: Our country is in the most dangerous place it&#39;s ever been,Former President Donald Trump discusses how the United States has changed since he left office and his new book 'Letters to ...,Fox News,2023-04-24T01:15:07Z,K2_1cdBfi4o
aef5gtOI6Es,Trump does not fear going to jail: Bret Baier,'The Five' is joined by 'Special Report' host Bret Baier to discuss his interview with former President Trump. Subscribe to Fox ...,Fox News,2023-06-19T23:45:00Z,aef5gtOI6Es
OL8NDU16Ex8,Trump: Our country is a mess,Former President Donald Trump reacts to special counsel Jack Smith informing him he is a target of a Jan. 6 grand jury ...,Fox News,2023-07-19T01:45:08Z,OL8NDU16Ex8
ho8SRUJYdL4,What did Trump&#39;s body language in CNN Town Hall say? | Morning in America,CNN's Town Hall with former President Trump in New Hampshire on Wednesday was filled with a number of headline-making ...,NewsNation,2023-05-11T12:04:11Z,ho8SRUJYdL4
oTjiBtpR2L4,Trump vows criminal conviction won&#39;t stop him from 2024 presidential run,"Former President Donald Trump calls out the indictment against him, weighs in on whether Biden will seek re-election and which ...",Fox News,2023-04-12T03:00:21Z,oTjiBtpR2L4
g5wNvCZ8xTs,Georgia indictment: Trump speaks out saying he can prove full exoneration | LiveNOW from FOX,Former President Trump says he plans to present new evidence of 2020 “presidential election fraud” in Georgia. This comes as ...,LiveNOW from FOX,2023-08-15T14:56:12Z,g5wNvCZ8xTs
TZvpAqhMwdg,Trump: America is &#39;finished&#39; if this happens,"Former President Donald Trump sits down with Fox News' Maria Bartiromo for part four of an exclusive interview, discussing ...",Fox News,2023-07-17T10:30:10Z,TZvpAqhMwdg
h24LUScipWI,Trump: I don’t know why the other candidates are running,Former President Donald Trump joins 'Hannity' to give his take on the other GOP candidates entering the 2024 election pool.,Fox News,2023-06-02T21:30:02Z,h24LUScipWI
u0C1aFuBCWM,Donald Trump reveals letters celebrities and leaders sent to him,Former President Donald Trump joined 'Hannity' to discuss the details of his new book 'Letters to Trump.' Subscribe to Fox News!,Fox News,2023-04-29T23:00:21Z,u0C1aFuBCWM
