videoId,title,description,channelTitle,publishedAt,videoId
HWUoIPXeHQY,President Biden delivers remarks on SCOTUS decision on student debt relief program,"Subscribe to Yahoo Finance: https://yhoo.it/2fGu5Bb About Yahoo Finance: At Yahoo Finance, you get free stock quotes, ...",Yahoo Finance,2023-06-30T20:15:40Z,HWUoIPXeHQY
U4NWtGJEKLY,President Biden delivers remarks on the economy and inflation,Biden #inflation #yahoofinance President Biden delivers remarks on the economy and inflation at the South Court Auditorium.,Yahoo Finance,2023-01-12T15:56:24Z,U4NWtGJEKLY
1R3ERpr5w_w,President Biden Delivers Remarks at the White House Conservation in Action Summit,"Washington, DC.",The White House,2023-03-21T17:57:06Z,1R3ERpr5w_w
uqYam0UGZf8,Watch President Biden&#39;s Full July 4th Remarks,President Joe Biden celebrated the 4th of July with remarks on the White House lawn and marked the progress the country has ...,NBC News,2021-07-05T00:51:10Z,uqYam0UGZf8
uklTVTTsBww,President Biden delivers remarks during tour of Maui wildfire damage,Jordan Segundo continues his coverage of the fires on Maui as President Biden and first lady Dr. Jill Biden surveyed the damage ...,CBS Sacramento,2023-08-21T23:49:31Z,uklTVTTsBww
Ub32YBVPWRk,President Biden delivers remarks on protecting consumers from hidden junk fees,Biden #youtube #yahoofinance President Biden delivers remarks on protecting consumers from hidden junk fees and putting ...,Yahoo Finance,2023-06-15T18:24:04Z,Ub32YBVPWRk
Oct752IkJLM,Full Speech: Biden Addresses Nation On Texas Elementary School Shooting,"President Biden delivers remarks in the wake of the mass shooting at an elementary school in Uvalde, Texas. » Subscribe to ...",MSNBC,2022-05-25T01:34:15Z,Oct752IkJLM
8c6R6nllpsc,President Biden delivers remarks after meeting in Saudi Arabia,President Joe Biden holds a press conference in Saudi Arabia to discuss what's come out of his meeting with leaders there.,CNBC Television,2022-07-15T20:35:47Z,8c6R6nllpsc
3Sa3Rhxj0bM,Watch President Biden give remarks after Brittney Griner release,President Biden spoke at the White House after Russia released WNBA star Brittney Griner from prison in exchange for convicted ...,CNN,2022-12-08T14:40:00Z,3Sa3Rhxj0bM
-fidvF-EDOY,Biden makes remarks from NATO emergency summit,"President Joe Biden and European leaders met in Brussels to impose new sanctions and tighten existing ones on Russia, while ...",ABC News,2022-03-24T18:25:35Z,-fidvF-EDOY
lnMnxpnIL9o,President Biden Delivers Remarks on the Economy and Our Efforts to Tackle Inflation,The White House.,The White House,2023-01-12T16:05:57Z,lnMnxpnIL9o
4Yp40d7m_SQ,Watch Joe Biden&#39;s speech as votes are counted,Democratic presidential nominee Joe Biden asks for patience and urges Americans to remain calm as votes continue to be ...,CNN,2020-11-05T23:04:55Z,4Yp40d7m_SQ
e8zqxQ1TDUw,President Biden Delivers Remarks at the National Prayer Breakfast,"Washington, D.C..",The White House,2023-02-02T13:42:33Z,e8zqxQ1TDUw
ydk95zTTE34,RAW FULL SPEECH | President Biden delivers remarks in Rocky Mount,"(May 9, 2023): President Biden delivers remarks in Rocky Mount, NC.",ABC11,2023-06-13T14:54:25Z,ydk95zTTE34
q8g801YReS8,President Biden Delivers Remarks on the Economy,President Biden Delivers Remarks on the Economic Recovery and the Remarkable Progress Made Under His Administration ...,The White House,2021-07-19T17:31:27Z,q8g801YReS8
ENmnA8pdwKo,"President Biden gives remarks on border security, enforcement after nationwide migrant surge","Biden announced Thursday that his administration will immediately begin turning away Cubans, Haitians and Nicaraguans who ...",WPLG Local 10,2023-01-05T17:56:37Z,ENmnA8pdwKo
9zbLuTjWTx8,Watch President Biden&#39;s July 4th Remarks,President Joe Biden spoke on the progress the country has made against Covid-19 during a 4th of July celebration at the White ...,MSNBC,2021-07-05T11:15:11Z,9zbLuTjWTx8
mU5RfUbOu5E,President Biden Delivers Remarks and Takes Questions,"Bali, Indonesia.",The White House,2022-11-14T14:27:01Z,mU5RfUbOu5E
seoFLJFVu78,President Biden&#39;s remarks to the U.S.-Pacific Island Country Summit,"Secretary Blinken participates in the U.S.-Pacific Island Country Summit, hosted by President Biden, to demonstrate the United ...",U.S. Department of State,2022-09-29T20:14:48Z,seoFLJFVu78
KiqDhlu6RqE,President Biden Delivers Remarks,The White House.,The White House,2022-12-08T13:50:46Z,KiqDhlu6RqE
3mL7YLvpLz4,President Biden delivers remarks on the rail labor agreement,"President Biden comments on the new rail labor pact, outlining the agreement's promise to increase wages, improve labor ...",CNBC Television,2022-09-15T16:21:00Z,3mL7YLvpLz4
