videoId,title,description,channelTitle,publishedAt,videoId
hZrKx1KU-8s,President Obama travels to Copenhagen to meet with Europe Leaders,"During a trip to Copenhagen, President Obama spent time with young leaders hailing from 28 countries all across Europe who are ...",Obama Foundation,2022-06-16T21:33:49Z,hZrKx1KU-8s
tjkyiTF3Kjs,Facebook Town Hall Behind the Scenes [FOIA #22-16578-F],"Facebook Town Hall Behind the Scenes (April 20, 2011) This video contains footage shot by White House videographers on April ...",Barack Obama Presidential Library ,2023-01-30T23:14:12Z,tjkyiTF3Kjs
LGT2yYzeEg4,President Obama Meets with Prime Minister Portia Simpson Miller,President Obama and Prime Minister Portia Simpson Miller of Jamaica deliver remarks to the press after their bilateral meeting in ...,The Obama White House,2015-04-09T21:08:26Z,LGT2yYzeEg4
sGwEkOVse-E,President Obama meets with Leaders Asia Pacific cohort,President Obama spoke with members of the Leaders Asia Pacific cohort about who they are and the importance of their work.,Obama Foundation,2023-05-30T16:02:26Z,sGwEkOVse-E
9Ym6H9C7eSg,Barack Obama&#39;s fiery DNC speech in full,Barack Obama delivered a powerful message calling for voters to protect American democracy during the third night of the ...,Guardian News,2020-08-20T06:22:41Z,9Ym6H9C7eSg
KU79LM8LNNY,"President Obama looks back at the Iowa Caucus victory, 15 years later","On January 3, 2008, then-Senator Barack Obama won the Iowa caucuses, a historic victory that shocked the political ...",Obama Foundation,2023-01-03T15:07:33Z,KU79LM8LNNY
JqgItmnfEec,Highlights from the Obama Foundation Democracy Forum,"Here are moments from the inaugural Obama Foundation Democracy Forum, in partnership with Columbia University and the ...",Obama Foundation,2022-11-22T18:58:33Z,JqgItmnfEec
H8Ego3_43lQ,President Obama’s Message to the Class of 2020,Watch President Obama celebrate America's high school seniors as part of Graduate Together: America Honors the Class of 2020 ...,Obama Foundation,2020-05-17T00:54:40Z,H8Ego3_43lQ
PGrPWmCUvYs,President Obama visits Chicago to launch Model Communities and surprise MBK participants,President Obama made a trip home to Chicago to see the impact of the Obama Foundation in action. The President's visit ...,Obama Foundation,2023-05-13T01:47:44Z,PGrPWmCUvYs
EGpFUow2nTQ,A Roundtable with President Barack Obama: The Cost of Education,"The biggest financial issue currently facing young Americans is not the decline of manufacturing jobs or the housing collapse, but ...",VICE News,2015-03-16T22:29:13Z,EGpFUow2nTQ
8ZZ6GrzWkw0,President Obama&#39;s Message for America&#39;s Students,The President gives a speech directly to Americas students welcoming them back to school. He emphasizes their hope and ...,The Obama White House,2009-09-08T20:36:20Z,8ZZ6GrzWkw0
yr9x1CzW2Yw,President Obama Speaks on Common-Sense Measures to Reduce Gun Violence,President Obama makes a statement from the Rose Garden following the Senate's vote to block common-sense measures to ...,The Obama White House,2013-04-17T23:21:46Z,yr9x1CzW2Yw
5AhRqg0ADbk,"Obama tells story of famed chant: Fired up, ready to go","Just hours before Election Day, President Barack Obama rallies a crowd in critical state New Hampshire by retelling a story from ...",CNN,2016-11-07T23:50:09Z,5AhRqg0ADbk
NdmkY4k1QIM,President Obama Holds a Cabinet Meeting,"On February 3, 2015, President Obama held a Cabinet meeting in the White House to discuss the 2016 budget and the work ...",The Obama White House,2015-02-03T23:55:31Z,NdmkY4k1QIM
VuFCTZMCxYs,President Obama talks disinformation and democracy during Chicago visit,President Obama returned to Chicago where he met with 12 University of Chicago Obama Foundation Scholars for a conversation ...,Obama Foundation,2022-04-12T22:35:38Z,VuFCTZMCxYs
oqrFpBqaVIA,President Obama Participates in a Meeting with CARICOM,"At the University of the West Indies in Kingston, Jamaica, the President delivers remarks in a meeting with CARICOM, April 9, ...",The Obama White House,2015-04-09T20:25:34Z,oqrFpBqaVIA
wu8NOVfOsWo,President Obama sits down for lunch with letter writers in Milwaukee,"""You really did save my life."" —Brent, a Republican from Milwaukee, to President Obama about the Affordable Care Act.",The Obama White House,2016-03-23T15:41:50Z,wu8NOVfOsWo
7JYt7z4TxPQ,"Barack Obama&#39;s Fiery, Emotional Speech Sets The Stage For Historic Kamala Harris VP Nomination","Powerhouse Democrats like Elizabeth Warren, Hillary Clinton, Nancy Pelosi and Barack Obama spoke in support of Kamala ...",The Late Show with Stephen Colbert,2020-08-20T08:36:15Z,7JYt7z4TxPQ
qcnL-ps7AdQ,President Obama Speaks at an Official Dinner in Kenya,"President Obama offers a toast at a dinner hosted in his honor by President Kenyatta of Kenya. July 25, 2015.",The Obama White House,2015-07-25T21:16:44Z,qcnL-ps7AdQ
PGKZZ96ih54,President Obama and Brian Chesky meet with the inaugural cohort of Voyager Scholarship recipients,"At last year's Democracy Forum, President Obama and Brian Chesky met with the inaugural class of Voyager Scholarship ...",Obama Foundation,2023-01-25T15:18:10Z,PGKZZ96ih54
