videoId,title,description,channelTitle,publishedAt,videoId
6PZw_097pZU,J.D. Vance &amp; Tim Ryan senate debate,"J.D. Vance & Tim Ryan senate debate Stay informed about Columbus and central Ohio news, weather and sports! Follow NBC4 ...",NBC4 Columbus,2022-10-10T21:14:10Z,6PZw_097pZU
3URnouprQ-0,Ohio Senate candidate Rep. Tim Ryan discusses campaign: &quot;We&#39;ve got a lot of momentum&quot;,CBS News chief election and campaign correspondent Robert Costa sits down with Democratic congressman and Ohio Senate ...,CBS News,2022-10-11T21:48:36Z,3URnouprQ-0
LA9Y_SQ4iZI,"Tim Ryan: I Will Accept The Results If I Lose, But That Isn&#39;t Going To Happen","Ohio Democratic Senate candidate, Rep. Tim Ryan, joins Morning Joe to discuss his campaign, accusations from challenger J.D. ...",MSNBC,2022-11-04T14:30:08Z,LA9Y_SQ4iZI
DD4zK8z0GO0,WATCH: J.D. Vance and Donald Trump Jr. campaign in Ohio Senate race | American Agenda,"On Thursday's ""American Agenda,"" J.D. Vance and Donald Trump Jr. campaign in the Ohio Senate Race. Tom Basile speaks with ...",Newsmax,2022-10-06T18:33:54Z,DD4zK8z0GO0
