videoId,title,description,channelTitle,publishedAt,videoId
MaBXpWfVjSI,AOC Bristles At Joe Manchin And Dem Leadership For Not Passing Voting Rights Legislation,Rep. Alexandria Ocasio Cortez (D-NY) speaks at a town hall meeting about voting rights and Sen. Joe Manchin (D-WV).,Forbes Breaking News,2022-03-25T01:20:02Z,MaBXpWfVjSI
iXbXoCO5aTQ,Rep. Ocasio-Cortez: Let’s Help Veterans Keep Their Promises To Afghan Allies,Rep. Alexandria Ocasio-Cortez calls on the U.S. to help our veterans keep their personal promises to America's Afghan allies and ...,MSNBC,2021-08-27T02:55:26Z,iXbXoCO5aTQ
LY0MJKlg8Es,Alexandria Ocasio-Cortez Ignites Fiery Debate Among Democrats | The Beat With Ari Melber | MSNBC,"New Democrat in Congress, Alexandria Ocasio-Cortez is having one of the most impactful first months in office of any new ...",MSNBC,2019-01-30T01:49:42Z,LY0MJKlg8Es
Q5oBRGcB-Js,AOC lobbies for looser FDA sunscreen regulations | The Hill,"As many Americans are enjoying some fun in the sun during summer, some U.S. sunscreen regulations may be holding us back ...",NewsNation,2023-08-16T22:29:04Z,Q5oBRGcB-Js
51Gf_PXciKg,Addressing Supremacy &amp; Nihilism on Instagram Live | Alexandria Ocasio-Cortez,"November 17, 2021 Instagram Live What wasn't said on the House floor: Supremacy & Nihilism.",Alexandria Ocasio-Cortez,2021-11-18T02:29:45Z,51Gf_PXciKg
FR4Vp8SY8-A,What Alexandria Ocasio-Cortez&#39;s Tax Plans Could Mean For Growth And Inequality,"Senators Elizabeth Warren and Bernie Sanders and freshman Representative Alexandria Ocasio-Cortez, have all proposed major ...",CNBC,2019-02-09T21:00:01Z,FR4Vp8SY8-A
Ix6AW0APXn4,The Stunning Transformation Of Alexandria Ocasio-Cortez,"Alexandria Ocasio-Cortez, or AOC, is fast becoming one of the most recognizable faces in American politics today. She became ...",The List,2019-08-31T10:00:04Z,Ix6AW0APXn4
Bj5W6yF2T_A,Alexandria Ocasio-Cortez On Sitting Presidents Smoking Weed,"DONATE to Justice Democrats: https://secure.actblue.com/donate/justicedemocrats She's down! Cenk Uygur, host of The Young ...",The Young Turks,2019-02-15T02:02:45Z,Bj5W6yF2T_A
6wRVI61MJqA,AOC Exposes Red Flags In Bipartisan Senate Bill,"In an interview with Jake Tapper, Rep. Alexandria Ocasio-Cortez spoke out against some of the worst provisions of the Senate's ...",The Young Turks,2021-08-03T00:45:00Z,6wRVI61MJqA
WiJvu602Owg,Alexandria Ocasio-Cortez Isn&#39;t Interested In Climate Change &#39;Middle Ground&#39;,The Sunrise Movement held an event at Howard University. Alexandria Ocasio-Cortez spoke at the event and had some pretty ...,The Young Turks,2019-05-15T05:00:01Z,WiJvu602Owg
mRjVaQruADs,Matt Gaetz &amp; AOC Team Up To End To Stock Trading by Members of Congress,AOC and Matt Gaetz push for ban on stock trading in Congress. Ana Kasparian discusses on The Young Turks. Watch TYT LIVE ...,The Young Turks,2023-05-04T02:00:30Z,mRjVaQruADs
mjHIQLS2huk,Alexandria Ocasio-Cortez OUTRAGED On House Floor,"AOC expressed disgust, urgency, and bipartisanship after reports of the horrific treatment of refugee children were released.",The Young Turks,2019-02-27T03:45:00Z,mjHIQLS2huk
EJA-TtrBSjY,‘That Was An Undeniable Moment’: Mayor Pete Shines In Town Hall | Deadline | MSNBC,"WaPo's Philip Bump, MSNBC contributor Karine Jean-Pierre, AP's Jonathan Lemire, and NBC's Heidi Przybyla on the 2020 ...",MSNBC,2019-03-11T23:25:47Z,EJA-TtrBSjY
